,score,species,raw_position,strand,align_position,motif
3468,-1.1938083171844482,VT65128|0|MEMB002A|-|542,41,positive,245,bcd_FlyReg.fm
3469,-5.201627731323242,VT65128|0|MEMB002A|-|542,41,negative,245,bcd_FlyReg.fm
3470,-1.3458114862442017,VT65128|0|MEMB002A|-|542,42,positive,246,bcd_FlyReg.fm
3471,-4.201627731323242,VT65128|0|MEMB002A|-|542,42,negative,246,bcd_FlyReg.fm
3472,-6.555264949798584,VT65128|0|MEMB002A|-|542,43,positive,247,bcd_FlyReg.fm
3473,-6.403261661529541,VT65128|0|MEMB002A|-|542,43,negative,247,bcd_FlyReg.fm
3474,-5.555264949798584,VT65128|0|MEMB002A|-|542,44,positive,248,bcd_FlyReg.fm
3475,-3.3073372840881348,VT65128|0|MEMB002A|-|542,44,negative,248,bcd_FlyReg.fm
3476,-8.555264472961426,VT65128|0|MEMB002A|-|542,45,positive,249,bcd_FlyReg.fm
3477,-4.403261661529541,VT65128|0|MEMB002A|-|542,45,negative,249,bcd_FlyReg.fm
3478,0.06922604143619537,VT65128|0|MEMB002A|-|542,46,positive,250,bcd_FlyReg.fm
3479,2.294227123260498,VT65128|0|MEMB002A|-|542,46,negative,250,bcd_FlyReg.fm
3480,-1.953700304031372,VT65128|0|MEMB002A|-|542,47,positive,251,bcd_FlyReg.fm
3481,1.0692260265350342,VT65128|0|MEMB002A|-|542,47,negative,251,bcd_FlyReg.fm
3482,1.107700228691101,VT65128|0|MEMB002A|-|542,48,positive,252,bcd_FlyReg.fm
3483,-1.892299771308899,VT65128|0|MEMB002A|-|542,48,negative,252,bcd_FlyReg.fm
3484,-3.3073372840881348,VT65128|0|MEMB002A|-|542,49,positive,253,bcd_FlyReg.fm
3485,-7.403261661529541,VT65128|0|MEMB002A|-|542,49,negative,253,bcd_FlyReg.fm
3486,-3.155334234237671,VT65128|0|MEMB002A|-|542,50,positive,254,bcd_FlyReg.fm
3487,-4.307337284088135,VT65128|0|MEMB002A|-|542,50,negative,254,bcd_FlyReg.fm
3488,-7.403261661529541,VT65128|0|MEMB002A|-|542,51,positive,255,bcd_FlyReg.fm
3489,-5.555264949798584,VT65128|0|MEMB002A|-|542,51,negative,255,bcd_FlyReg.fm
3490,0.06922604143619537,VT65128|0|MEMB002A|-|542,52,positive,266,bcd_FlyReg.fm
3491,0.04629964381456375,VT65128|0|MEMB002A|-|542,52,negative,266,bcd_FlyReg.fm
3492,-5.201627731323242,VT65128|0|MEMB002A|-|542,53,positive,267,bcd_FlyReg.fm
3493,-2.1938083171844482,VT65128|0|MEMB002A|-|542,53,negative,267,bcd_FlyReg.fm
3494,-3.2016279697418213,VT65128|0|MEMB002A|-|542,54,positive,268,bcd_FlyReg.fm
3495,0.902116060256958,VT65128|0|MEMB002A|-|542,54,negative,268,bcd_FlyReg.fm
3496,-7.555264949798584,VT65128|0|MEMB002A|-|542,55,positive,269,bcd_FlyReg.fm
3497,-4.555264949798584,VT65128|0|MEMB002A|-|542,55,negative,269,bcd_FlyReg.fm
3498,0.06922604143619537,VT65128|0|MEMB002A|-|542,56,positive,271,bcd_FlyReg.fm
3499,0.04629964381456375,VT65128|0|MEMB002A|-|542,56,negative,271,bcd_FlyReg.fm
3500,-0.9537003636360168,VT65128|0|MEMB002A|-|542,57,positive,272,bcd_FlyReg.fm
3501,0.06922604143619537,VT65128|0|MEMB002A|-|542,57,negative,272,bcd_FlyReg.fm
3502,-2.2016279697418213,VT65128|0|MEMB002A|-|542,58,positive,273,bcd_FlyReg.fm
3503,-3.345811367034912,VT65128|0|MEMB002A|-|542,58,negative,273,bcd_FlyReg.fm
3504,-4.307337284088135,VT65128|0|MEMB002A|-|542,59,positive,278,bcd_FlyReg.fm
3505,-5.403261661529541,VT65128|0|MEMB002A|-|542,59,negative,278,bcd_FlyReg.fm
3506,-6.403261661529541,VT65128|0|MEMB002A|-|542,60,positive,279,bcd_FlyReg.fm
3507,-4.307337284088135,VT65128|0|MEMB002A|-|542,60,negative,279,bcd_FlyReg.fm
3508,-5.201627731323242,VT65128|0|MEMB002A|-|542,61,positive,280,bcd_FlyReg.fm
3509,-0.3458114564418793,VT65128|0|MEMB002A|-|542,61,negative,280,bcd_FlyReg.fm
3510,-4.140227317810059,VT65128|0|MEMB002A|-|542,62,positive,281,bcd_FlyReg.fm
3511,-2.3073372840881348,VT65128|0|MEMB002A|-|542,62,negative,281,bcd_FlyReg.fm
3512,-5.201627731323242,VT65128|0|MEMB002A|-|542,63,positive,282,bcd_FlyReg.fm
3513,-1.1938083171844482,VT65128|0|MEMB002A|-|542,63,negative,282,bcd_FlyReg.fm
3514,-4.201627731323242,VT65128|0|MEMB002A|-|542,64,positive,286,bcd_FlyReg.fm
3515,0.902116060256958,VT65128|0|MEMB002A|-|542,64,negative,286,bcd_FlyReg.fm
3516,-5.201627731323242,VT65128|0|MEMB002A|-|542,65,positive,287,bcd_FlyReg.fm
3517,-0.3458114564418793,VT65128|0|MEMB002A|-|542,65,negative,287,bcd_FlyReg.fm
3518,0.06922604143619537,VT65128|0|MEMB002A|-|542,66,positive,288,bcd_FlyReg.fm
3519,0.04629964381456375,VT65128|0|MEMB002A|-|542,66,negative,288,bcd_FlyReg.fm
3520,-0.9537003636360168,VT65128|0|MEMB002A|-|542,67,positive,289,bcd_FlyReg.fm
3521,0.06922604143619537,VT65128|0|MEMB002A|-|542,67,negative,289,bcd_FlyReg.fm
3522,-2.2016279697418213,VT65128|0|MEMB002A|-|542,68,positive,290,bcd_FlyReg.fm
3523,-3.345811367034912,VT65128|0|MEMB002A|-|542,68,negative,290,bcd_FlyReg.fm
3524,-4.307337284088135,VT65128|0|MEMB002A|-|542,69,positive,292,bcd_FlyReg.fm
3525,-5.403261661529541,VT65128|0|MEMB002A|-|542,69,negative,292,bcd_FlyReg.fm
3526,-6.403261661529541,VT65128|0|MEMB002A|-|542,70,positive,293,bcd_FlyReg.fm
3527,-4.307337284088135,VT65128|0|MEMB002A|-|542,70,negative,293,bcd_FlyReg.fm
3528,-5.201627731323242,VT65128|0|MEMB002A|-|542,71,positive,294,bcd_FlyReg.fm
3529,-0.3458114564418793,VT65128|0|MEMB002A|-|542,71,negative,294,bcd_FlyReg.fm
3530,-4.140227317810059,VT65128|0|MEMB002A|-|542,72,positive,295,bcd_FlyReg.fm
3531,-2.3073372840881348,VT65128|0|MEMB002A|-|542,72,negative,295,bcd_FlyReg.fm
3532,-5.201627731323242,VT65128|0|MEMB002A|-|542,73,positive,296,bcd_FlyReg.fm
3533,-1.1938083171844482,VT65128|0|MEMB002A|-|542,73,negative,296,bcd_FlyReg.fm
3534,-4.201627731323242,VT65128|0|MEMB002A|-|542,74,positive,297,bcd_FlyReg.fm
3535,0.902116060256958,VT65128|0|MEMB002A|-|542,74,negative,297,bcd_FlyReg.fm
3536,-5.201627731323242,VT65128|0|MEMB002A|-|542,75,positive,298,bcd_FlyReg.fm
3537,-0.3458114564418793,VT65128|0|MEMB002A|-|542,75,negative,298,bcd_FlyReg.fm
3538,-4.140227317810059,VT65128|0|MEMB002A|-|542,76,positive,299,bcd_FlyReg.fm
3539,-2.3073372840881348,VT65128|0|MEMB002A|-|542,76,negative,299,bcd_FlyReg.fm
3540,-0.9537003636360168,VT65128|0|MEMB002A|-|542,77,positive,300,bcd_FlyReg.fm
3541,1.0692260265350342,VT65128|0|MEMB002A|-|542,77,negative,300,bcd_FlyReg.fm
3542,1.007825493812561,VT65128|0|MEMB002A|-|542,78,positive,301,bcd_FlyReg.fm
3543,-0.992174506187439,VT65128|0|MEMB002A|-|542,78,negative,301,bcd_FlyReg.fm
3544,-0.9537003636360168,VT65128|0|MEMB002A|-|542,79,positive,304,bcd_FlyReg.fm
3545,-2.345811367034912,VT65128|0|MEMB002A|-|542,79,negative,304,bcd_FlyReg.fm
3546,-6.403261661529541,VT65128|0|MEMB002A|-|542,80,positive,305,bcd_FlyReg.fm
3547,-6.403261661529541,VT65128|0|MEMB002A|-|542,80,negative,305,bcd_FlyReg.fm
3548,-2.345811367034912,VT65128|0|MEMB002A|-|542,81,positive,308,bcd_FlyReg.fm
3549,-0.9537003636360168,VT65128|0|MEMB002A|-|542,81,negative,308,bcd_FlyReg.fm
3550,-1.953700304031372,VT65128|0|MEMB002A|-|542,82,positive,309,bcd_FlyReg.fm
3551,1.0692260265350342,VT65128|0|MEMB002A|-|542,82,negative,309,bcd_FlyReg.fm
3552,-3.1402273178100586,VT65128|0|MEMB002A|-|542,83,positive,310,bcd_FlyReg.fm
3553,-4.155333995819092,VT65128|0|MEMB002A|-|542,83,negative,310,bcd_FlyReg.fm
3554,-3.3073372840881348,VT65128|0|MEMB002A|-|542,84,positive,311,bcd_FlyReg.fm
3555,-3.3073372840881348,VT65128|0|MEMB002A|-|542,84,negative,311,bcd_FlyReg.fm
3556,-3.1938083171844482,VT65128|0|MEMB002A|-|542,85,positive,312,bcd_FlyReg.fm
3557,-3.2016279697418213,VT65128|0|MEMB002A|-|542,85,negative,312,bcd_FlyReg.fm
3558,-0.8922998309135437,VT65128|0|MEMB002A|-|542,86,positive,313,bcd_FlyReg.fm
3559,-0.8922998309135437,VT65128|0|MEMB002A|-|542,86,negative,313,bcd_FlyReg.fm
3560,-2.2016279697418213,VT65128|0|MEMB002A|-|542,87,positive,314,bcd_FlyReg.fm
3561,-3.345811367034912,VT65128|0|MEMB002A|-|542,87,negative,314,bcd_FlyReg.fm
3562,-3.3073372840881348,VT65128|0|MEMB002A|-|542,88,positive,315,bcd_FlyReg.fm
3563,-5.555264949798584,VT65128|0|MEMB002A|-|542,88,negative,315,bcd_FlyReg.fm
3564,-6.403261661529541,VT65128|0|MEMB002A|-|542,89,positive,316,bcd_FlyReg.fm
3565,-6.555264949798584,VT65128|0|MEMB002A|-|542,89,negative,316,bcd_FlyReg.fm
3566,-5.201627731323242,VT65128|0|MEMB002A|-|542,90,positive,317,bcd_FlyReg.fm
3567,-1.1938083171844482,VT65128|0|MEMB002A|-|542,90,negative,317,bcd_FlyReg.fm
3568,0.007825496606528759,VT65128|0|MEMB002A|-|542,91,positive,318,bcd_FlyReg.fm
3569,3.2557530403137207,VT65128|0|MEMB002A|-|542,91,negative,318,bcd_FlyReg.fm
3570,-1.953700304031372,VT65128|0|MEMB002A|-|542,92,positive,319,bcd_FlyReg.fm
3571,1.0692260265350342,VT65128|0|MEMB002A|-|542,92,negative,319,bcd_FlyReg.fm
3572,2.069226026535034,VT65128|0|MEMB002A|-|542,93,positive,320,bcd_FlyReg.fm
3573,-1.953700304031372,VT65128|0|MEMB002A|-|542,93,negative,320,bcd_FlyReg.fm
3574,0.902116060256958,VT65128|0|MEMB002A|-|542,94,positive,321,bcd_FlyReg.fm
3575,-4.201627731323242,VT65128|0|MEMB002A|-|542,94,negative,321,bcd_FlyReg.fm
3576,-6.403261661529541,VT65128|0|MEMB002A|-|542,95,positive,322,bcd_FlyReg.fm
3577,-7.403261661529541,VT65128|0|MEMB002A|-|542,95,negative,322,bcd_FlyReg.fm
3578,-2.3073372840881348,VT65128|0|MEMB002A|-|542,96,positive,323,bcd_FlyReg.fm
3579,-0.8922998309135437,VT65128|0|MEMB002A|-|542,96,negative,323,bcd_FlyReg.fm
3580,-3.3073372840881348,VT65128|0|MEMB002A|-|542,97,positive,324,bcd_FlyReg.fm
3581,-4.140227317810059,VT65128|0|MEMB002A|-|542,97,negative,324,bcd_FlyReg.fm
3582,-0.8922998309135437,VT65128|0|MEMB002A|-|542,98,positive,325,bcd_FlyReg.fm
3583,-4.155333995819092,VT65128|0|MEMB002A|-|542,98,negative,325,bcd_FlyReg.fm
3584,-4.155333995819092,VT65128|0|MEMB002A|-|542,99,positive,326,bcd_FlyReg.fm
3585,-4.155333995819092,VT65128|0|MEMB002A|-|542,99,negative,326,bcd_FlyReg.fm
3586,-7.403261661529541,VT65128|0|MEMB002A|-|542,100,positive,327,bcd_FlyReg.fm
3587,-3.3073372840881348,VT65128|0|MEMB002A|-|542,100,negative,327,bcd_FlyReg.fm
3588,-5.140227317810059,VT65128|0|MEMB002A|-|542,101,positive,328,bcd_FlyReg.fm
3589,-1.3073372840881348,VT65128|0|MEMB002A|-|542,101,negative,328,bcd_FlyReg.fm
3590,-5.140227317810059,VT65128|0|MEMB002A|-|542,102,positive,329,bcd_FlyReg.fm
3591,-2.155334234237671,VT65128|0|MEMB002A|-|542,102,negative,329,bcd_FlyReg.fm
3592,-5.201627731323242,VT65128|0|MEMB002A|-|542,103,positive,330,bcd_FlyReg.fm
3593,1.0541191101074219,VT65128|0|MEMB002A|-|542,103,negative,330,bcd_FlyReg.fm
3594,-0.992174506187439,VT65128|0|MEMB002A|-|542,104,positive,331,bcd_FlyReg.fm
3595,4.255753040313721,VT65128|0|MEMB002A|-|542,104,negative,331,bcd_FlyReg.fm
3596,-5.140227317810059,VT65128|0|MEMB002A|-|542,105,positive,332,bcd_FlyReg.fm
3597,-2.3073372840881348,VT65128|0|MEMB002A|-|542,105,negative,332,bcd_FlyReg.fm
3598,0.10770019143819809,VT65128|0|MEMB002A|-|542,106,positive,333,bcd_FlyReg.fm
3599,0.10770019143819809,VT65128|0|MEMB002A|-|542,106,negative,333,bcd_FlyReg.fm
3600,-5.555264949798584,VT65128|0|MEMB002A|-|542,107,positive,334,bcd_FlyReg.fm
3601,-7.555264949798584,VT65128|0|MEMB002A|-|542,107,negative,334,bcd_FlyReg.fm
3602,-0.9537003636360168,VT65128|0|MEMB002A|-|542,108,positive,335,bcd_FlyReg.fm
3603,-1.3458114862442017,VT65128|0|MEMB002A|-|542,108,negative,335,bcd_FlyReg.fm
3604,-6.403261661529541,VT65128|0|MEMB002A|-|542,109,positive,336,bcd_FlyReg.fm
3605,-6.555264949798584,VT65128|0|MEMB002A|-|542,109,negative,336,bcd_FlyReg.fm
3606,-0.9537003636360168,VT65128|0|MEMB002A|-|542,110,positive,337,bcd_FlyReg.fm
3607,1.0692260265350342,VT65128|0|MEMB002A|-|542,110,negative,337,bcd_FlyReg.fm
3608,0.04629964381456375,VT65128|0|MEMB002A|-|542,111,positive,338,bcd_FlyReg.fm
3609,-0.9307739734649658,VT65128|0|MEMB002A|-|542,111,negative,338,bcd_FlyReg.fm
3610,3.294227123260498,VT65128|0|MEMB002A|-|542,112,positive,385,bcd_FlyReg.fm
3611,-0.9307739734649658,VT65128|0|MEMB002A|-|542,112,negative,385,bcd_FlyReg.fm
3612,-2.155334234237671,VT65128|0|MEMB002A|-|542,113,positive,386,bcd_FlyReg.fm
3613,-8.555264472961426,VT65128|0|MEMB002A|-|542,113,negative,386,bcd_FlyReg.fm
3614,0.09259329736232758,VT65128|0|MEMB002A|-|542,114,positive,387,bcd_FlyReg.fm
3615,-4.140227317810059,VT65128|0|MEMB002A|-|542,114,negative,387,bcd_FlyReg.fm
3616,-5.403261661529541,VT65128|0|MEMB002A|-|542,115,positive,390,bcd_FlyReg.fm
3617,-8.555264472961426,VT65128|0|MEMB002A|-|542,115,negative,390,bcd_FlyReg.fm
3618,2.294227123260498,VT65128|0|MEMB002A|-|542,116,positive,391,bcd_FlyReg.fm
3619,1.0692260265350342,VT65128|0|MEMB002A|-|542,116,negative,391,bcd_FlyReg.fm
3620,-5.403261661529541,VT65128|0|MEMB002A|-|542,117,positive,392,bcd_FlyReg.fm
3621,-8.555264472961426,VT65128|0|MEMB002A|-|542,117,negative,392,bcd_FlyReg.fm
3622,2.294227123260498,VT65128|0|MEMB002A|-|542,118,positive,393,bcd_FlyReg.fm
3623,1.0692260265350342,VT65128|0|MEMB002A|-|542,118,negative,393,bcd_FlyReg.fm
3624,-5.403261661529541,VT65128|0|MEMB002A|-|542,119,positive,394,bcd_FlyReg.fm
3625,-8.555264472961426,VT65128|0|MEMB002A|-|542,119,negative,394,bcd_FlyReg.fm
3626,2.294227123260498,VT65128|0|MEMB002A|-|542,120,positive,395,bcd_FlyReg.fm
3627,1.0692260265350342,VT65128|0|MEMB002A|-|542,120,negative,395,bcd_FlyReg.fm
3628,-2.155334234237671,VT65128|0|MEMB002A|-|542,121,positive,402,bcd_FlyReg.fm
3629,-6.140227317810059,VT65128|0|MEMB002A|-|542,121,negative,402,bcd_FlyReg.fm
3630,0.04629964381456375,VT65128|0|MEMB002A|-|542,122,positive,403,bcd_FlyReg.fm
3631,-3.345811367034912,VT65128|0|MEMB002A|-|542,122,negative,403,bcd_FlyReg.fm
3632,1.0541191101074219,VT65128|0|MEMB002A|-|542,123,positive,404,bcd_FlyReg.fm
3633,-4.201627731323242,VT65128|0|MEMB002A|-|542,123,negative,404,bcd_FlyReg.fm
3634,-7.403261661529541,VT65128|0|MEMB002A|-|542,124,positive,405,bcd_FlyReg.fm
3635,-7.403261661529541,VT65128|0|MEMB002A|-|542,124,negative,405,bcd_FlyReg.fm
3636,0.04629964381456375,VT65128|0|MEMB002A|-|542,125,positive,406,bcd_FlyReg.fm
3637,3.3171534538269043,VT65128|0|MEMB002A|-|542,125,negative,406,bcd_FlyReg.fm
3638,-7.555264949798584,VT65128|0|MEMB002A|-|542,126,positive,407,bcd_FlyReg.fm
3639,-6.403261661529541,VT65128|0|MEMB002A|-|542,126,negative,407,bcd_FlyReg.fm
3640,-0.8922998309135437,VT65128|0|MEMB002A|-|542,127,positive,408,bcd_FlyReg.fm
3641,-0.05940979719161987,VT65128|0|MEMB002A|-|542,127,negative,408,bcd_FlyReg.fm
3642,-7.403261661529541,VT65128|0|MEMB002A|-|542,128,positive,409,bcd_FlyReg.fm
3643,-5.555264949798584,VT65128|0|MEMB002A|-|542,128,negative,409,bcd_FlyReg.fm
3644,0.06922604143619537,VT65128|0|MEMB002A|-|542,129,positive,410,bcd_FlyReg.fm
3645,0.04629964381456375,VT65128|0|MEMB002A|-|542,129,negative,410,bcd_FlyReg.fm
3646,-0.9537003636360168,VT65128|0|MEMB002A|-|542,130,positive,411,bcd_FlyReg.fm
3647,0.06922604143619537,VT65128|0|MEMB002A|-|542,130,negative,411,bcd_FlyReg.fm
3648,1.046299695968628,VT65128|0|MEMB002A|-|542,131,positive,412,bcd_FlyReg.fm
3649,-0.9307739734649658,VT65128|0|MEMB002A|-|542,131,negative,412,bcd_FlyReg.fm
3650,-3.3073372840881348,VT65128|0|MEMB002A|-|542,132,positive,413,bcd_FlyReg.fm
3651,-7.403261661529541,VT65128|0|MEMB002A|-|542,132,negative,413,bcd_FlyReg.fm
3652,1.0541191101074219,VT65128|0|MEMB002A|-|542,133,positive,414,bcd_FlyReg.fm
3653,-1.953700304031372,VT65128|0|MEMB002A|-|542,133,negative,414,bcd_FlyReg.fm
3654,-4.155333995819092,VT65128|0|MEMB002A|-|542,134,positive,415,bcd_FlyReg.fm
3655,-4.140227317810059,VT65128|0|MEMB002A|-|542,134,negative,415,bcd_FlyReg.fm
3656,1.107700228691101,VT65128|0|MEMB002A|-|542,135,positive,416,bcd_FlyReg.fm
3657,-1.892299771308899,VT65128|0|MEMB002A|-|542,135,negative,416,bcd_FlyReg.fm
3658,1.902116060256958,VT65128|0|MEMB002A|-|542,136,positive,417,bcd_FlyReg.fm
3659,-5.201627731323242,VT65128|0|MEMB002A|-|542,136,negative,417,bcd_FlyReg.fm
3660,-3.155334234237671,VT65128|0|MEMB002A|-|542,137,positive,418,bcd_FlyReg.fm
3661,-7.555264949798584,VT65128|0|MEMB002A|-|542,137,negative,418,bcd_FlyReg.fm
3662,-2.155334234237671,VT65128|0|MEMB002A|-|542,138,positive,419,bcd_FlyReg.fm
3663,-4.140227317810059,VT65128|0|MEMB002A|-|542,138,negative,419,bcd_FlyReg.fm
